maintenance_id,timestamp,material_id,quantity,maintenance_type,bike_age_months,mileage,notes
MAINT-0454,2024-09-19,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,3000,Chain replacement at 3000 miles
MAINT-0455,2024-09-19,MAT-STD-001,2,SCHEDULED_MAINTENANCE,30,3000,Tire replacement at 3000 miles
MAINT-0456,2024-09-19,MAT-STD-001,2,WEAR_REPLACEMENT,14,700,Normal wear replacement - 14 months old
MAINT-0457,2024-09-21,MAT-STD-003,1,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-0458,2024-09-25,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,2000,Brake pad replacement at 2000 miles
MAINT-0459,2024-09-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,6,2000,Chain replacement at 2000 miles
MAINT-0460,2024-09-25,MAT-STD-001,1,SCHEDULED_MAINTENANCE,25,2000,Tire replacement at 2000 miles
MAINT-0461,2024-09-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,16,1000,Brake or tire service at 1000 miles
MAINT-0462,2024-09-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,10,1000,Brake or tire service at 1000 miles
MAINT-0463,2024-09-27,MAT-STD-002,1,SCHEDULED_MAINTENANCE,7,2000,Brake pad replacement at 2000 miles
MAINT-0464,2024-09-27,MAT-STD-003,1,SCHEDULED_MAINTENANCE,33,2000,Chain replacement at 2000 miles
MAINT-0465,2024-09-27,MAT-STD-001,1,SCHEDULED_MAINTENANCE,13,2000,Tire replacement at 2000 miles
MAINT-0466,2024-09-27,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,500,Brake adjustment at 500 miles
MAINT-0467,2024-09-27,MAT-STD-001,1,WEAR_REPLACEMENT,42,2100,Normal wear replacement - 42 months old
MAINT-0468,2024-09-30,MAT-STD-001,1,WEAR_REPLACEMENT,9,450,Normal wear replacement - 9 months old
MAINT-0469,2024-10-01,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,1000,Brake or tire service at 1000 miles
MAINT-0470,2024-10-04,MAT-STD-003,3,WEAR_REPLACEMENT,44,2200,Normal wear replacement - 44 months old
MAINT-0471,2024-10-06,MAT-STD-001,1,WEAR_REPLACEMENT,10,500,Normal wear replacement - 10 months old
MAINT-0472,2024-10-07,MAT-STD-001,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0473,2024-10-10,MAT-STD-002,2,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0474,2024-10-11,MAT-STD-003,1,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-0475,2024-10-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,500,Brake adjustment at 500 miles
MAINT-0476,2024-10-14,MAT-STD-002,2,SCHEDULED_MAINTENANCE,31,1000,Brake or tire service at 1000 miles
MAINT-0477,2024-10-14,MAT-STD-001,2,SCHEDULED_MAINTENANCE,26,1000,Brake or tire service at 1000 miles
MAINT-0478,2024-10-14,MAT-STD-002,1,SCHEDULED_MAINTENANCE,18,3000,Brake pad replacement at 3000 miles
MAINT-0479,2024-10-14,MAT-STD-003,1,SCHEDULED_MAINTENANCE,16,3000,Chain replacement at 3000 miles
MAINT-0480,2024-10-14,MAT-STD-001,2,SCHEDULED_MAINTENANCE,7,3000,Tire replacement at 3000 miles
MAINT-0481,2024-10-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,500,Brake adjustment at 500 miles
MAINT-0482,2024-10-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,32,500,Brake adjustment at 500 miles
MAINT-0483,2024-10-16,MAT-STD-002,2,WEAR_REPLACEMENT,36,1800,Normal wear replacement - 36 months old
MAINT-0484,2024-10-22,MAT-STD-002,2,SCHEDULED_MAINTENANCE,28,2000,Brake pad replacement at 2000 miles
MAINT-0485,2024-10-22,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,2000,Chain replacement at 2000 miles
MAINT-0486,2024-10-22,MAT-STD-001,1,SCHEDULED_MAINTENANCE,17,2000,Tire replacement at 2000 miles
MAINT-0487,2024-10-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,16,1000,Brake or tire service at 1000 miles
MAINT-0488,2024-10-26,MAT-STD-003,2,WEAR_REPLACEMENT,9,450,Normal wear replacement - 9 months old
MAINT-0489,2024-10-27,MAT-STD-001,3,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-0490,2024-10-28,MAT-STD-002,2,SCHEDULED_MAINTENANCE,22,2000,Brake pad replacement at 2000 miles
MAINT-0491,2024-10-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,2000,Chain replacement at 2000 miles
MAINT-0492,2024-10-28,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-0493,2024-10-29,MAT-STD-002,2,SCHEDULED_MAINTENANCE,15,2000,Brake pad replacement at 2000 miles
MAINT-0494,2024-10-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,2000,Chain replacement at 2000 miles
MAINT-0495,2024-10-29,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,2000,Tire replacement at 2000 miles
MAINT-0496,2024-10-29,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,3000,Brake pad replacement at 3000 miles
MAINT-0497,2024-10-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,3000,Chain replacement at 3000 miles
MAINT-0498,2024-10-29,MAT-STD-001,1,SCHEDULED_MAINTENANCE,27,3000,Tire replacement at 3000 miles
MAINT-0499,2024-10-30,MAT-STD-003,3,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-0500,2024-10-30,MAT-MOT-001,2,ACCIDENT_REPAIR,8,400,Accident damage repair
MAINT-0501,2024-10-30,MAT-STD-003,2,ACCIDENT_REPAIR,8,400,Accident damage repair
MAINT-0502,2024-10-30,MAT-STD-001,1,ACCIDENT_REPAIR,8,400,Accident damage repair
MAINT-0503,2024-11-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,27,1000,Brake or tire service at 1000 miles
MAINT-0504,2024-11-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,15,1000,Brake or tire service at 1000 miles
MAINT-0505,2024-11-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,26,500,Brake adjustment at 500 miles
MAINT-0506,2024-11-01,MAT-STD-002,3,WEAR_REPLACEMENT,13,650,Normal wear replacement - 13 months old
MAINT-0507,2024-11-02,MAT-STD-003,2,WEAR_REPLACEMENT,39,1950,Normal wear replacement - 39 months old
MAINT-0508,2024-11-03,MAT-STD-003,3,WEAR_REPLACEMENT,16,800,Normal wear replacement - 16 months old
MAINT-0509,2024-11-08,MAT-STD-002,2,SCHEDULED_MAINTENANCE,27,1000,Brake or tire service at 1000 miles
MAINT-0510,2024-11-08,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,500,Brake adjustment at 500 miles
MAINT-0511,2024-11-11,MAT-ELC-001,1,WEATHER_DAMAGE,6,300,Water damage from heavy rain
MAINT-0512,2024-11-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,2000,Brake pad replacement at 2000 miles
MAINT-0513,2024-11-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,18,2000,Chain replacement at 2000 miles
MAINT-0514,2024-11-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,28,2000,Tire replacement at 2000 miles
MAINT-0515,2024-11-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,1000,Brake or tire service at 1000 miles
MAINT-0516,2024-11-15,MAT-STD-001,1,SCHEDULED_MAINTENANCE,8,1000,Brake or tire service at 1000 miles
MAINT-0517,2024-11-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,500,Brake adjustment at 500 miles
MAINT-0518,2024-11-15,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,3000,Brake pad replacement at 3000 miles
MAINT-0519,2024-11-15,MAT-STD-003,1,SCHEDULED_MAINTENANCE,8,3000,Chain replacement at 3000 miles
MAINT-0520,2024-11-15,MAT-STD-001,1,SCHEDULED_MAINTENANCE,27,3000,Tire replacement at 3000 miles
MAINT-0521,2024-11-15,MAT-STD-001,3,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-0522,2024-11-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,9,500,Brake adjustment at 500 miles
MAINT-0523,2024-11-17,MAT-STD-002,1,SCHEDULED_MAINTENANCE,7,500,Brake adjustment at 500 miles
MAINT-0524,2024-11-17,MAT-STD-001,2,WEAR_REPLACEMENT,12,600,Normal wear replacement - 12 months old
MAINT-0525,2024-11-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,500,Brake adjustment at 500 miles
MAINT-0526,2024-11-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,31,3000,Brake pad replacement at 3000 miles
MAINT-0527,2024-11-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,13,3000,Chain replacement at 3000 miles
MAINT-0528,2024-11-18,MAT-STD-001,2,SCHEDULED_MAINTENANCE,14,3000,Tire replacement at 3000 miles
MAINT-0529,2024-11-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,2000,Brake pad replacement at 2000 miles
MAINT-0530,2024-11-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,2000,Chain replacement at 2000 miles
MAINT-0531,2024-11-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,24,2000,Tire replacement at 2000 miles
MAINT-0532,2024-11-19,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,2000,Brake pad replacement at 2000 miles
MAINT-0533,2024-11-19,MAT-STD-003,1,SCHEDULED_MAINTENANCE,4,2000,Chain replacement at 2000 miles
MAINT-0534,2024-11-19,MAT-STD-001,1,SCHEDULED_MAINTENANCE,36,2000,Tire replacement at 2000 miles
MAINT-0535,2024-11-19,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,1000,Brake or tire service at 1000 miles
MAINT-0536,2024-11-19,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,1000,Brake or tire service at 1000 miles
MAINT-0537,2024-11-20,MAT-STD-003,3,WEAR_REPLACEMENT,24,1200,Normal wear replacement - 24 months old
MAINT-0538,2024-11-23,MAT-STD-003,2,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-0539,2024-11-26,MAT-STD-002,2,SCHEDULED_MAINTENANCE,36,2000,Brake pad replacement at 2000 miles
MAINT-0540,2024-11-26,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,2000,Chain replacement at 2000 miles
MAINT-0541,2024-11-26,MAT-STD-001,2,SCHEDULED_MAINTENANCE,28,2000,Tire replacement at 2000 miles
MAINT-0542,2024-11-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,10,500,Brake adjustment at 500 miles
MAINT-0543,2024-11-26,MAT-STD-001,2,SCHEDULED_MAINTENANCE,14,1000,Brake or tire service at 1000 miles
MAINT-0544,2024-11-26,MAT-STD-003,2,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0545,2024-11-27,MAT-STD-002,1,SCHEDULED_MAINTENANCE,24,500,Brake adjustment at 500 miles
MAINT-0546,2024-11-27,MAT-STD-001,2,SCHEDULED_MAINTENANCE,17,1000,Brake or tire service at 1000 miles
MAINT-0547,2024-11-27,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,500,Brake adjustment at 500 miles
MAINT-0548,2024-11-27,MAT-STD-001,1,WEAR_REPLACEMENT,41,2050,Normal wear replacement - 41 months old
MAINT-0549,2024-11-28,MAT-STD-003,2,WEAR_REPLACEMENT,33,1650,Normal wear replacement - 33 months old
MAINT-0550,2024-11-29,MAT-STD-002,1,SCHEDULED_MAINTENANCE,29,3000,Brake pad replacement at 3000 miles
MAINT-0551,2024-11-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,10,3000,Chain replacement at 3000 miles
MAINT-0552,2024-11-29,MAT-STD-001,2,SCHEDULED_MAINTENANCE,10,3000,Tire replacement at 3000 miles
MAINT-0553,2024-11-29,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,3000,Brake pad replacement at 3000 miles
MAINT-0554,2024-11-29,MAT-STD-003,1,SCHEDULED_MAINTENANCE,18,3000,Chain replacement at 3000 miles
MAINT-0555,2024-11-29,MAT-STD-001,2,SCHEDULED_MAINTENANCE,4,3000,Tire replacement at 3000 miles
MAINT-0556,2024-12-03,MAT-STD-003,1,WEAR_REPLACEMENT,7,350,Normal wear replacement - 7 months old
MAINT-0557,2024-12-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,8,3000,Brake pad replacement at 3000 miles
MAINT-0558,2024-12-04,MAT-STD-003,1,SCHEDULED_MAINTENANCE,15,3000,Chain replacement at 3000 miles
MAINT-0559,2024-12-04,MAT-STD-001,1,SCHEDULED_MAINTENANCE,26,3000,Tire replacement at 3000 miles
MAINT-0560,2024-12-04,MAT-STD-002,1,SCHEDULED_MAINTENANCE,6,500,Brake adjustment at 500 miles
MAINT-0561,2024-12-05,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,3000,Brake pad replacement at 3000 miles
MAINT-0562,2024-12-05,MAT-STD-003,1,SCHEDULED_MAINTENANCE,32,3000,Chain replacement at 3000 miles
MAINT-0563,2024-12-05,MAT-STD-001,1,SCHEDULED_MAINTENANCE,10,3000,Tire replacement at 3000 miles
MAINT-0564,2024-12-05,MAT-STD-001,1,SCHEDULED_MAINTENANCE,29,1000,Brake or tire service at 1000 miles
MAINT-0565,2024-12-06,MAT-STD-003,2,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0566,2024-12-08,MAT-STD-002,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0567,2024-12-08,MAT-STD-003,2,ACCIDENT_REPAIR,13,650,Accident damage repair
MAINT-0568,2024-12-08,MAT-STD-002,1,ACCIDENT_REPAIR,13,650,Accident damage repair
MAINT-0569,2024-12-14,MAT-STD-001,1,SCHEDULED_MAINTENANCE,33,1000,Brake or tire service at 1000 miles
MAINT-0570,2024-12-14,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,3000,Brake pad replacement at 3000 miles
MAINT-0571,2024-12-14,MAT-STD-003,1,SCHEDULED_MAINTENANCE,8,3000,Chain replacement at 3000 miles
MAINT-0572,2024-12-14,MAT-STD-001,2,SCHEDULED_MAINTENANCE,25,3000,Tire replacement at 3000 miles
MAINT-0573,2024-12-14,MAT-STD-003,2,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0574,2024-12-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,1000,Brake or tire service at 1000 miles
MAINT-0575,2024-12-16,MAT-STD-003,1,WEAR_REPLACEMENT,23,1150,Normal wear replacement - 23 months old
MAINT-0576,2024-12-17,MAT-STD-003,3,WEAR_REPLACEMENT,23,1150,Normal wear replacement - 23 months old
MAINT-0577,2024-12-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,9,2000,Brake pad replacement at 2000 miles
MAINT-0578,2024-12-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,14,2000,Chain replacement at 2000 miles
MAINT-0579,2024-12-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,35,2000,Tire replacement at 2000 miles
MAINT-0580,2024-12-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,13,3000,Brake pad replacement at 3000 miles
MAINT-0581,2024-12-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-0582,2024-12-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,7,3000,Tire replacement at 3000 miles
MAINT-0583,2024-12-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,32,1000,Brake or tire service at 1000 miles
MAINT-0584,2024-12-18,MAT-STD-002,2,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-0585,2024-12-19,MAT-STD-003,2,ACCIDENT_REPAIR,16,800,Accident damage repair
MAINT-0586,2024-12-19,MAT-BAT-001,1,ACCIDENT_REPAIR,16,800,Accident damage repair
MAINT-0587,2024-12-19,MAT-ELC-002,1,ACCIDENT_REPAIR,16,800,Accident damage repair
MAINT-0588,2024-12-21,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,500,Brake adjustment at 500 miles
MAINT-0589,2024-12-21,MAT-STD-002,3,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-0590,2024-12-22,MAT-STD-002,2,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-0591,2024-12-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,20,500,Brake adjustment at 500 miles
MAINT-0592,2024-12-25,MAT-STD-002,1,SCHEDULED_MAINTENANCE,25,3000,Brake pad replacement at 3000 miles
MAINT-0593,2024-12-25,MAT-STD-003,1,SCHEDULED_MAINTENANCE,24,3000,Chain replacement at 3000 miles
MAINT-0594,2024-12-25,MAT-STD-001,2,SCHEDULED_MAINTENANCE,28,3000,Tire replacement at 3000 miles
MAINT-0595,2024-12-27,MAT-STD-001,1,WEAR_REPLACEMENT,37,1850,Normal wear replacement - 37 months old
MAINT-0596,2024-12-28,MAT-STD-003,3,WEAR_REPLACEMENT,16,800,Normal wear replacement - 16 months old
MAINT-0597,2024-12-29,MAT-STD-002,1,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-0598,2024-12-31,MAT-STD-001,1,SCHEDULED_MAINTENANCE,21,1000,Brake or tire service at 1000 miles
MAINT-0599,2024-12-31,MAT-STD-002,2,SCHEDULED_MAINTENANCE,25,1000,Brake or tire service at 1000 miles
MAINT-0600,2024-12-31,MAT-STD-001,2,SCHEDULED_MAINTENANCE,28,1000,Brake or tire service at 1000 miles
MAINT-0601,2024-12-31,MAT-STD-002,2,WEAR_REPLACEMENT,44,2200,Normal wear replacement - 44 months old
MAINT-0602,2025-01-02,MAT-STD-001,2,SCHEDULED_MAINTENANCE,8,1000,Brake or tire service at 1000 miles
MAINT-0603,2025-01-02,MAT-STD-002,2,SCHEDULED_MAINTENANCE,27,2000,Brake pad replacement at 2000 miles
MAINT-0604,2025-01-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,30,2000,Chain replacement at 2000 miles
MAINT-0605,2025-01-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,9,2000,Tire replacement at 2000 miles
MAINT-0606,2025-01-02,MAT-STD-001,2,SCHEDULED_MAINTENANCE,35,1000,Brake or tire service at 1000 miles
MAINT-0607,2025-01-03,MAT-STD-003,1,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-0608,2025-01-05,MAT-STD-002,1,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0609,2025-01-08,MAT-STD-003,3,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-0610,2025-01-09,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,3000,Brake pad replacement at 3000 miles
MAINT-0611,2025-01-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,22,3000,Chain replacement at 3000 miles
MAINT-0612,2025-01-09,MAT-STD-001,1,SCHEDULED_MAINTENANCE,22,3000,Tire replacement at 3000 miles
MAINT-0613,2025-01-10,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,500,Brake adjustment at 500 miles
MAINT-0614,2025-01-10,MAT-STD-001,1,WEAR_REPLACEMENT,19,950,Normal wear replacement - 19 months old
MAINT-0615,2025-01-10,MAT-BAT-001,2,WEATHER_DAMAGE,24,1200,Cold weather battery failure
MAINT-0616,2025-01-11,MAT-STD-002,2,SCHEDULED_MAINTENANCE,14,2000,Brake pad replacement at 2000 miles
MAINT-0617,2025-01-11,MAT-STD-003,1,SCHEDULED_MAINTENANCE,18,2000,Chain replacement at 2000 miles
MAINT-0618,2025-01-11,MAT-STD-001,2,SCHEDULED_MAINTENANCE,19,2000,Tire replacement at 2000 miles
MAINT-0619,2025-01-12,MAT-STD-003,3,WEAR_REPLACEMENT,21,1050,Normal wear replacement - 21 months old
MAINT-0620,2025-01-13,MAT-STD-003,1,WEAR_REPLACEMENT,43,2150,Normal wear replacement - 43 months old
MAINT-0621,2025-01-14,MAT-STD-002,2,WEAR_REPLACEMENT,15,750,Normal wear replacement - 15 months old
MAINT-0622,2025-01-17,MAT-STD-003,1,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-0623,2025-01-18,MAT-STD-003,2,WEAR_REPLACEMENT,31,1550,Normal wear replacement - 31 months old
MAINT-0624,2025-01-20,MAT-STD-003,2,WEAR_REPLACEMENT,43,2150,Normal wear replacement - 43 months old
MAINT-0625,2025-01-21,MAT-STD-003,1,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0626,2025-01-24,MAT-STD-003,2,WEAR_REPLACEMENT,13,650,Normal wear replacement - 13 months old
MAINT-0627,2025-01-26,MAT-STD-002,1,SCHEDULED_MAINTENANCE,15,3000,Brake pad replacement at 3000 miles
MAINT-0628,2025-01-26,MAT-STD-003,1,SCHEDULED_MAINTENANCE,19,3000,Chain replacement at 3000 miles
MAINT-0629,2025-01-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,34,3000,Tire replacement at 3000 miles
MAINT-0630,2025-01-26,MAT-STD-002,2,SCHEDULED_MAINTENANCE,15,3000,Brake pad replacement at 3000 miles
MAINT-0631,2025-01-26,MAT-STD-003,1,SCHEDULED_MAINTENANCE,13,3000,Chain replacement at 3000 miles
MAINT-0632,2025-01-26,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,3000,Tire replacement at 3000 miles
MAINT-0633,2025-01-27,MAT-STD-001,1,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-0634,2025-01-29,MAT-STD-002,3,WEAR_REPLACEMENT,28,1400,Normal wear replacement - 28 months old
MAINT-0635,2025-02-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,2000,Brake pad replacement at 2000 miles
MAINT-0636,2025-02-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,19,2000,Chain replacement at 2000 miles
MAINT-0637,2025-02-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,27,2000,Tire replacement at 2000 miles
MAINT-0638,2025-02-01,MAT-STD-002,1,SCHEDULED_MAINTENANCE,21,2000,Brake pad replacement at 2000 miles
MAINT-0639,2025-02-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,2000,Chain replacement at 2000 miles
MAINT-0640,2025-02-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,18,2000,Tire replacement at 2000 miles
MAINT-0641,2025-02-01,MAT-STD-002,2,SCHEDULED_MAINTENANCE,10,2000,Brake pad replacement at 2000 miles
MAINT-0642,2025-02-01,MAT-STD-003,1,SCHEDULED_MAINTENANCE,33,2000,Chain replacement at 2000 miles
MAINT-0643,2025-02-01,MAT-STD-001,1,SCHEDULED_MAINTENANCE,19,2000,Tire replacement at 2000 miles
MAINT-0644,2025-02-01,MAT-STD-002,2,WEAR_REPLACEMENT,18,900,Normal wear replacement - 18 months old
MAINT-0645,2025-02-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,2000,Brake pad replacement at 2000 miles
MAINT-0646,2025-02-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,2000,Chain replacement at 2000 miles
MAINT-0647,2025-02-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,2000,Tire replacement at 2000 miles
MAINT-0648,2025-02-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,8,2000,Brake pad replacement at 2000 miles
MAINT-0649,2025-02-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,33,2000,Chain replacement at 2000 miles
MAINT-0650,2025-02-02,MAT-STD-001,2,SCHEDULED_MAINTENANCE,11,2000,Tire replacement at 2000 miles
MAINT-0651,2025-02-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,2000,Brake pad replacement at 2000 miles
MAINT-0652,2025-02-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-0653,2025-02-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,35,2000,Tire replacement at 2000 miles
MAINT-0654,2025-02-02,MAT-STD-002,2,WEAR_REPLACEMENT,20,1000,Normal wear replacement - 20 months old
MAINT-0655,2025-02-04,MAT-STD-002,3,WEAR_REPLACEMENT,14,700,Normal wear replacement - 14 months old
MAINT-0656,2025-02-05,MAT-STD-002,1,SCHEDULED_MAINTENANCE,26,500,Brake adjustment at 500 miles
MAINT-0657,2025-02-05,MAT-STD-002,1,SCHEDULED_MAINTENANCE,30,2000,Brake pad replacement at 2000 miles
MAINT-0658,2025-02-05,MAT-STD-003,1,SCHEDULED_MAINTENANCE,6,2000,Chain replacement at 2000 miles
MAINT-0659,2025-02-05,MAT-STD-001,2,SCHEDULED_MAINTENANCE,18,2000,Tire replacement at 2000 miles
MAINT-0660,2025-02-06,MAT-BAT-001,1,WEATHER_DAMAGE,13,650,Cold weather battery failure
MAINT-0661,2025-02-07,MAT-STD-002,1,SCHEDULED_MAINTENANCE,5,3000,Brake pad replacement at 3000 miles
MAINT-0662,2025-02-07,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-0663,2025-02-07,MAT-STD-001,2,SCHEDULED_MAINTENANCE,25,3000,Tire replacement at 3000 miles
MAINT-0664,2025-02-09,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,2000,Brake pad replacement at 2000 miles
MAINT-0665,2025-02-09,MAT-STD-003,1,SCHEDULED_MAINTENANCE,26,2000,Chain replacement at 2000 miles
MAINT-0666,2025-02-09,MAT-STD-001,2,SCHEDULED_MAINTENANCE,21,2000,Tire replacement at 2000 miles
MAINT-0667,2025-02-09,MAT-STD-001,2,SCHEDULED_MAINTENANCE,35,1000,Brake or tire service at 1000 miles
MAINT-0668,2025-02-09,MAT-STD-002,1,SCHEDULED_MAINTENANCE,6,500,Brake adjustment at 500 miles
MAINT-0669,2025-02-10,MAT-STD-001,1,SCHEDULED_MAINTENANCE,10,1000,Brake or tire service at 1000 miles
MAINT-0670,2025-02-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,6,3000,Brake pad replacement at 3000 miles
MAINT-0671,2025-02-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,20,3000,Chain replacement at 3000 miles
MAINT-0672,2025-02-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,27,3000,Tire replacement at 3000 miles
MAINT-0673,2025-02-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,3000,Brake pad replacement at 3000 miles
MAINT-0674,2025-02-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,31,3000,Chain replacement at 3000 miles
MAINT-0675,2025-02-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,5,3000,Tire replacement at 3000 miles
MAINT-0676,2025-02-12,MAT-STD-003,2,WEAR_REPLACEMENT,40,2000,Normal wear replacement - 40 months old
MAINT-0677,2025-02-13,MAT-STD-003,2,WEAR_REPLACEMENT,22,1100,Normal wear replacement - 22 months old
MAINT-0678,2025-02-15,MAT-STD-001,3,WEAR_REPLACEMENT,30,1500,Normal wear replacement - 30 months old
MAINT-0679,2025-02-16,MAT-STD-002,2,SCHEDULED_MAINTENANCE,13,3000,Brake pad replacement at 3000 miles
MAINT-0680,2025-02-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,27,3000,Chain replacement at 3000 miles
